Name,target_CO2_capacity(mmol/g),MW_or_Mn_(g/mol),Organic_Content_on_Adsorbent_Basis_(%),N_Content_on_Adsorbent_Basis_(mmol/g),Amine_2_or_Additive_2_to_Amine_1_Ratio,Additive_3_to_Amine_1_Ratio,OH_to_N_ratio,BET_Surface_Area_of_Solid_Support_(m2g_1),Pore_Volume_of_Solid_Support_(cm3g_1),Average_Pore_Diameters_(nm),Relative_Humidity_(%),CO2_Concentration_(vol%),Flow_Rate_(mL/min),Adsorption_Time_(min),Adsorption_Temperature_(),Amine_Efficiency_(mmol/mmol),Time_to_Half_Saturation_(min),Time_to_90%_Saturation_(min),Desorption_Temperature_(),Weight_Loss_Stability_(%),Capacity_Loss_Stability_(%),Cycle_Number,Heat_of_Adsorption_(kJ/mmol)
MPSBPEI1.43_1.08_1,2.931282151,537,54.3,12.9,0,0,0,330,1.369,8.04,0,100,60,60,120,0.227883916,1.076190446,0,0,0,0,0,0
MPSBPEI1.43_1.11_1,1.794756946,1020,49.4,11.7,0,0,0,330,1.369,8.04,0,100,60,60,30,0.15339803,3.38,0,0,0,0,0,0
MPSBPEI1.43_1.11_1,1.850745897,1020,49.4,11.7,0,0,0,330,1.369,8.04,0,100,60,60,45,0.15818341,0.863247863,0,0,0,0,0,0
MPSBPEI1.43_1.11_1,2.127580158,1020,49.4,11.7,0,0,0,330,1.369,8.04,0,100,60,60,60,0.181844458,0.788034188,0,0,0,0,0,0
MPSBPEI1.43_1.11_1,2.759011111,1020,49.4,11.7,0,0,0,330,1.369,8.04,0,100,60,60,75,0.235812915,0.808547009,0,0,0,0,0,0
MPSBPEI1.43_1.11_1,3.45265201,1020,49.4,11.7,0,0,0,330,1.369,8.04,0,100,60,60,90,0.295098462,0.878632479,2.34,130,0,52.11559634,10,0
MPSBPEI1.43_1.11_1,3.45265201,1020,49.4,11.7,0,0,0,330,1.369,8.04,0,100,60,60,90,0.295098462,0.878632479,2.34,150,0,66.7,10,0
MPSBPEI1.43_1.11_1,3.312679631,1020,49.4,11.7,0,0,0,330,1.369,8.04,0,100,60,60,105,0.283135011,0.964529915,0,0,0,0,0,0
MPSBPEI1.43_1.11_1,2.603486245,1020,49.4,11.7,0,0,0,330,1.369,8.04,0,100,60,60,120,0.222520192,0.947008547,0,0,0,0,0,0
MPSBPEI1.33_1_1,1.371729312,6854,50.6,11.9,0,0,0,330,1.369,8.04,0,100,60,60,30,0.115271371,5.98,0,0,0,0,0,0
MPSBPEI1.33_1_1,1.446381247,6854,50.6,11.9,0,0,0,330,1.369,8.04,0,100,60,60,45,0.121544643,2.23,0,0,0,0,0,0
MPSBPEI1.33_1_1,1.92850833,6854,50.6,11.9,0,0,0,330,1.369,8.04,0,100,60,60,60,0.162059524,0.857264957,0,0,0,0,0,0
MPSBPEI1.33_1_1,2.675027683,6854,50.6,11.9,0,0,0,330,1.369,8.04,0,100,60,60,75,0.224792242,0.852136752,0,0,0,0,0,0
MPSBPEI1.33_1_1,3.303348139,6854,50.6,11.9,0,0,0,330,1.369,8.04,0,100,60,60,90,0.277592281,0.925641026,2.4,130,0,50.6,10,0
MPSBPEI1.33_1_1,3.303348139,6854,50.6,11.9,0,0,0,330,1.369,8.04,0,100,60,60,90,0.277592281,0.925641026,2.4,150,0,47.5,10,0
MPSBPEI1.33_1_1,3.026513879,6854,50.6,11.9,0,0,0,330,1.369,8.04,0,100,60,60,105,0.254328897,1.002136752,0,0,0,0,0,0
MPSBPEI1.33_1_8,2.189790104,6854,50.6,11.9,0,0,0,330,1.369,8.04,0,100,60,60,120,0.184015975,0.968376068,0,0,0,0,0,0
MPSBPEI1.62_1.57_1,1.284635388,10000,50.4,11.8,0,0,0,330,1.369,8.04,0,100,60,60,30,0.108867406,6.75,0,0,0,0,0,0
MPSBPEI1.62_1.57_1,1.315740361,10000,50.4,11.8,0,0,0,330,1.369,8.04,0,100,60,60,45,0.11150342,3.01,0,0,0,0,0,0
MPSBPEI1.62_1.57_1,1.772983465,10000,50.4,11.8,0,0,0,330,1.369,8.04,0,100,60,60,60,0.150252836,1.1,0,0,0,0,0,0
MPSBPEI1.62_1.57_1,2.559939283,10000,50.4,11.8,0,0,0,330,1.369,8.04,0,100,60,60,75,0.216944007,0.858974359,0,0,0,0,0,0
MPSBPEI1.62_1.57_1,3.216254215,10000,50.4,11.8,0,0,0,330,1.369,8.04,0,100,60,60,90,0.272563917,0.917948718,2.62,130,0,46.6,10,0
MPSBPEI1.62_1.57_1,3.216254215,10000,50.4,11.8,0,0,0,330,1.369,8.04,0,100,60,60,90,0.272563917,0.917948718,2.62,150,0,44,10,0
MPSBPEI1.62_1.57_1,3.110497306,10000,50.4,11.8,0,0,0,330,1.369,8.04,0,100,60,60,105,0.263601467,0.971367521,0,0,0,0,0,0
MPSBPEI1.62_1.57_1,2.348425466,10000,50.4,11.8,0,0,0,330,1.369,8.04,0,100,60,60,120,0.199019107,0.955555556,0,0,0,0,0,0
FSTEPA1_1.5_0,2.8,189,68.418,18.1,0,0,0,198,2.75,55.55555556,0,15,50,60,30,0.154696133,0.45,26.9,90,0,100,10,82.3
FSEB-TEPA1.48_2.29_1,2.4,330,66.66,10.1,0,0,0.42,198,2.75,55.55555556,0,15,50,60,30,0.237623762,0.45,19.3,90,0,-7.506584723,10,72.6
FSEB-TEPA1_3.93_1.73,2,406,69.832,8.6,0,0,0.64,198,2.75,55.55555556,0,15,50,60,30,0.23255814,0.45,11.1,90,0,-5.340314136,10,71.9
FSEB-TEPA1_8.71_4.57,1.54,478,70.744,7.4,0,0,0.82,198,2.75,55.55555556,0,15,50,60,30,0.208108108,0.45,3.6,90,0,0.456323338,10,68.6
CNSPEHA1_2_0,2.635359116,232,75.30864198,19.37250741,0,0,0,1410,8.41,67.1,0,100,50,180,25,0.136036036,3.02,63.2,0,0,0,0,0
CNSPEHA1_2_0,3.093922652,232,81,20.81366148,0,0,0,1410,8.41,67.1,0,100,50,180,25,0.148648649,3.53,65.7,0,0,0,0,0
CNSPEHA1_2_0,2.624309392,232,83.13659359,21.49803266,0,0,0,1410,8.41,67.1,0,100,50,180,25,0.122072072,3.18,76.9,0,0,0,0,0
CNSPEHA1_2_0,2.513812155,232,85.99439776,22.32265193,0,0,0,1410,8.41,67.1,0,100,50,180,25,0.112612613,4.25,84.4,0,0,0,0,0
CNSPEHA1_2_0,3.110497238,232,76.25,19.45156019,0,0,0,1410,8.41,67.1,0,100,50,180,50,0.15990991,3.04,66,0,0,0,0,0
CNSPEHA1_2_0,3.26519337,232,81,20.65165038,0,0,0,1410,8.41,67.1,0,100,50,180,50,0.158108108,3.04,58.5,0,0,0,0,0
CNSPEHA1_2_0,3.104972376,232,83.13659359,21.54074586,0,0,0,1410,8.41,67.1,0,100,50,180,50,0.144144144,3.04,58.5,0,0,0,0,0
CNSPEHA1_2_0,2.928176796,232,85.99439776,22.18618596,0,0,0,1410,8.41,67.1,0,100,50,180,50,0.131981982,1.37,69.3,0,0,0,0,0
CNSPEHA1_2_0,4.856353591,232,76.25,19.42541436,0,0,0,1410,8.41,67.1,0,100,50,180,75,0.25,2.05,48.2,0,0,0,0,0
CNSPEHA1_2_0,5.453038674,232,81,20.72901688,0,0,0,1410,8.41,67.1,0,100,50,180,75,0.263063063,2.04,53.2,75,39.7938344,25,10,0
CNSPEHA1_2_0,4.22,232,81,20.72901688,0,0,0,1410,8.41,67.1,0,15,50,180,75,0.203579361,1.72,20.8,0,0,0,0,0
CNSPEHA1_2_0,5.57,232,81,20.72901688,0,0,0,1410,8.41,67.1,10,100,50,180,75,0.268705459,2.36,29.75,75,29.9460233,26.21722846,10,0
CNSPEHA1_2_0,3.89,232,81,20.72901688,0,0,0,1410,8.41,67.1,100,15,50,180,40,0.187659647,1.38,16.89,0,0,0,0,0
CNSPEHA1_2_0,5.447513812,232,83.13659359,21.55700653,0,0,0,1410,8.41,67.1,0,100,50,180,75,0.252702703,1.89,57.1,75,23.76350698,25,10,0
CNSPEHA1_2_0,5.43,232,83.13659359,21.55700653,0,0,0,1410,8.41,67.1,10,100,50,180,75,0.252702703,0,0,75,21.94757213,26.53061224,10,0
CNSPEHA1_2_0,4.9,232,83.13659359,21.6,0,0,0,1410,8.41,67.1,0,15,50,180,75,0.226851852,5.35,48.6,0,0,0,0,0
CNSPEHA1_2_0,5.171270718,232,85.99439776,22.11988631,0,0,0,1410,8.41,67.1,0,100,50,180,75,0.233783784,1.6,54.4,0,0,0,0,0
CNSPEHA1_2_0,3.243093923,232,76.25,20.26933702,0,0,0,1410,8.41,67.1,0,100,50,180,100,0.16,4.23,24.36,0,0,0,0,0
CNSPEHA1_2_0,4.38121547,232,81,20.69425179,0,0,0,1410,8.41,67.1,0,100,50,180,100,0.211711712,4.08,28.44,0,0,0,0,0
CNSPEHA1_2_0,4.364640884,232,83.13659359,21.62835438,0,0,0,1410,8.41,67.1,0,100,50,180,100,0.201801802,4.08,29.2,0,0,0,0,0
CNSPEHA1_2_0,3.983425414,232,85.99439776,22.27507411,0,0,0,1410,8.41,67.1,0,100,50,60,100,0.178828829,4.23,28.74,0,0,0,0,0
ACTETA1_1_0,0.2,146.23,9.090909091,2.49,0,0,0,1336,0.68,1.35,0,10,50,600,75,0.080321285,7.02,16.8,0,0,0,0,0
ACTETA1_1_0,0.57,146.23,23.07692308,6.32,0,0,0,1336,0.68,1.35,0,10,50,600,75,0.090189873,3.96,59.4,0,0,0,0,0
ACTETA1_1_0,1.05,146.23,33.33333333,9.11,0,0,0,1336,0.68,1.35,0,10,50,600,75,0.115257958,9.66,182.4,0,0,0,0,90.9
ACTETA1_1_0,0.43,146.23,39.39393939,10.8,0,0,0,1336,0.68,1.35,0,10,50,600,75,0.039814815,38.04,223.2,0,0,0,0,0
ACTETA1_1_0,0.24,146.23,9.090909091,2.49,0,0,0,817,1.1,5.71,0,10,50,600,75,0.096385542,6.72,124.08,0,0,0,0,0
ACTETA1_1_0,1.15,146.23,23.07692308,6.32,0,0,0,817,1.1,5.71,0,10,50,600,75,0.181962025,5.64,41.58,75,0,6.697307945,4,97.8
ACTETA1_1_0,1.67,146.23,33.33333333,9.11,0,0,0,817,1.1,5.71,0,10,50,600,75,0.183315038,4.92,90.96,0,0,0,0,91.2
ACTETA1_1_0,1.85,146.23,42.85714286,11.7,0,0,0,817,1.1,5.71,0,10,50,600,75,0.158119658,5.16,53.34,0,0,0,0,0
ACBPEI1.88_1.25_1,0.28,350,16.66666667,4.05,0,0,0,817,1.1,5.71,0,10,50,600,75,0.069135802,3.954,113.16,0,0,0,0,0
ACBPEI1.88_1.25_1,0.68,350,28.57142857,6.94,0,0,0,817,1.1,5.71,0,10,50,600,75,0.097982709,4.278,122.4,0,0,0,0,0
ACBPEI1.88_1.25_1,0.98,350,37.5,9.1,0,0,0,817,1.1,5.71,0,10,50,600,75,0.107692308,3.282,144.6,0,0,0,0,0
ACBPEI1.88_1.25_1,1.3,350,42.85714286,10.4,0,0,0,817,1.1,5.71,0,10,50,600,75,0.125,4.074,186.6,0,0,0,0,0
ACBPEI1.88_1.25_1,1.4,350,50,12.1,0,0,0,817,1.1,5.71,0,10,50,600,75,0.115702479,4.044,201.6,75,0,2.419354839,4,92.5
CATEPA1_1_0,4.22,189,65,17.1957672,0,0,0,1072,5.7,45,0,10,200,30,75,0.245409231,0,0,0,0,0,0,0
CATEPA1_1_0,4.74,189,70,18.51851852,0,0,0,1072,5.7,45,0,10,200,30,75,0.25596,0,0,0,0,0,0,0
CATEPA1_1_0,4.52,189,75,19.84126984,0,0,0,1072,5.7,45,0,5,200,30,75,0.226296,1.4,4.04,0,0,0,0,0
CATEPA1_1_0,4.12,189,75,19.84126984,0,0,0,1072,5.7,45,20,5,200,30,75,0.207648,2.97,3.71,0,0,0,0,0
CATEPA1_1_0,5.93,189,75,19.84126984,0,0,0,1072,5.7,45,0,10,200,30,75,0.296856,2.94,1.82,100,0,32,8,0
CATEPA1_1_0,6.53,189,75,19.84126984,0,0,0,1072,5.7,45,20,10,200,30,75,0.329112,3.26,5.33,100,0,12,8,0
CATEPA1_1_0,6.314671541,189,75,19.84126984,0,0,0,1072,5.7,45,0,20,200,30,75,0.318259446,0,0,0,0,0,0,0
CATEPA1_1_0,6.715525426,189,75,19.84126984,0,0,0,1072,5.7,45,0,30,200,30,75,0.338462481,0,0,0,0,0,0,0
CATEPA1_1_0,6.754318529,189,75,19.84126984,0,0,0,1072,5.7,45,0,50,200,30,75,0.340417654,0,0,0,0,0,0,0
CATEPA1_1_0,6.767249564,189,75,19.84126984,0,0,0,1072,5.7,45,0,70,200,30,75,0.341069378,0,0,0,0,0,0,0
CATEPA1_1_0,4.05,189,80,21.16402116,0,0,0,1072,5.7,45,0,10,200,30,75,0.1913625,0,0,0,0,0,0,0
CABPEI1.81_1.52_1,4.06,600,65,15.17,0,0,0,1072,5.7,45,0,10,200,30,75,0.2677,0,0,0,0,0,0,0
CABPEI1.81_1.52_1,4.26,600,70,16.33,0,0,0,1072,5.7,45,0,10,200,30,75,0.2608,0,0,0,0,0,0,0
CABPEI1.81_1.52_1,4.93,600,75,17.5,0,0,0,1072,5.7,45,0,5,200,30,75,0.2331,1.975,3.5,0,0,0,0,0
CABPEI1.81_1.52_1,3.84,600,75,17.5,0,0,0,1072,5.7,45,20,5,200,30,75,0.2194,1.92,3.45,0,0,0,0,0
CABPEI1.81_1.52_1,4.7,600,75,17.5,0,0,0,1072,5.7,45,0,10,200,30,75,0.2663,2.33,3.68,100,0,3.718689788,8,0
CABPEI1.81_1.52_1,5.21,600,75,17.5,0,0,0,1072,5.7,45,20,10,200,30,75,0.2977,2.605,5.53,100,0,3.513281919,8,0
CABPEI1.81_1.52_1,4.95691292,600,75,17.5,0,0,0,1072,5.7,45,0,20,200,30,75,0.2833,0,0,0,0,0,0,0
CABPEI1.81_1.52_1,5.22524007,600,75,17.5,0,0,0,1072,5.7,45,0,30,200,30,75,0.2986,0,0,0,0,0,0,0
CABPEI1.81_1.52_1,5.331904736,600,75,17.5,0,0,0,1072,5.7,45,0,50,200,30,75,0.3047,0,0,0,0,0,0,0
CABPEI1.81_1.52_1,5.335137495,600,75,17.5,0,0,0,1072,5.7,45,0,70,200,30,75,0.3049,0,0,0,0,0,0,0
CABPEI1.81_1.52_1,3.67,600,80,18.67,0,0,0,1072,5.7,45,0,10,200,30,75,0.1966,0,0,0,0,0,0,0
MPSTEPA1_1_0,1.81,189,30,6.349206349,0,0,0,854,1.98,8.4,0,100,80,60,75,0.285075,0.8,1.07,0,0,0,0,0
MPSTEPA1_1_0,3.27,189,40,8.465608466,0,0,0,854,1.98,8.4,0,100,80,60,75,0.38626875,0.98,1.35,0,0,0,0,0
MPSTEPA1_1_0,4.12,189,50,10.58201058,0,0,0,854,1.98,8.4,0,100,80,60,75,0.38934,0.92,2.07,0,0,0,0,0
MPSTEPA1_1_0,3.66,189,60,12.6984127,0,0,0,854,1.98,8.4,0,100,80,60,35,0.32445,0,0,0,0,0,0,0
MPSTEPA1_1_0,5.17,189,60,12.6984127,0,0,0,854,1.98,8.4,0,100,80,60,75,0.288225,0.705,1.75,120,0,12,30,0
MPSTEPA1_1_0,4.98,189,60,12.6984127,0,0,0,854,1.98,8.4,0,100,80,60,95,0.4071375,0,0,0,0,0,0,0
MPSTEPA1_1_0,4.19,189,60,12.6984127,0,0,0,854,1.98,8.4,0,100,80,60,105,0.3866625,0,0,0,0,0,0,0
MPSTEPA1_1_0,4.16,189,65,13.75661376,0,0,0,854,1.98,8.4,0,100,80,60,75,0.3024,2.12,26.6,0,0,0,0,0
MPSTEPA1_1_0,4.03,189,50,10.58201058,0,0,0,854,1.98,8.4,0,100,80,60,75,0.380835,0,0,0,0,0,0,0
MPSTEPA1_1_0,4.65,189,60,12.91005291,0,0,0,854,1.98,8.4,0,100,80,60,75,0.360184426,0,0,0,0,0,0,0
MPSTEPA1_1_0,3.57,189,50,10.58201058,0,0,0,854,1.98,8.4,0,100,80,60,75,0.337365,0,0,0,0,0,0,0
MPSTEPA1_1_0,4.51,189,60,12.27513228,0,0,0,854,1.98,8.4,0,100,80,60,75,0.367409483,0,0,0,0,0,0,0
MPSTEPA1_1_0,3.39,189,50,10.58201058,0,0,0,854,1.98,8.4,0,100,80,60,75,0.320355,0,0,0,0,0,0,0
MPSTEPA1_1_0,2.61,189,50,10.58201058,0,0,0,854,1.98,8.4,0,100,80,60,75,0.246645,0,0,0,0,0,0,0
SBA-15TEPA1_1_0,2.95,189,50,10.58201058,0,0,0,854,1.98,8.4,0,100,80,60,75,0.278775,0,0,0,0,0,0,0
MPSBPEI1.88_1.25_1,3.87,305,60,13.49508197,0,0,0,854,1.98,8.4,0,100,80,60,75,0.276428571,5.93,9.84,0,0,0,0,0
PREHPD450BPEI1.88_1.25_1,0.581695847,305,13.68,3.211462451,0,0,0,649.35,1.8,25.6,0,15,25,30,25,0.181131138,0,0,0,0,0,0,0
PREHPD450BPEI1.88_1.25_1,1.598219865,305,13.68,3.211462451,0,0,0,649.35,1.8,25.6,0,15,25,30,50,0.497661078,0,0,0,0,0,0,0
PREHPD450BPEI1.88_1.25_1,1.42,305,13.68,3.211462451,0,0,0,649.35,1.8,25.6,0,15,25,30,75,0.44,0,0,0,0,0,0,62.34
PREHPD450BPEI1.88_1.25_1,3.76690315,305,36.08,8.3318495,0,0,0,649.35,1.8,25.6,0,15,25,30,25,0.452108881,0,0,0,0,0,0,0
PREHPD450BPEI1.88_1.25_1,3.741942203,305,36.08,8.3318495,0,0,0,649.35,1.8,25.6,0,15,25,30,50,0.449113033,0,0,0,0,0,0,0
PREHPD450BPEI1.88_1.25_1,3.53,305,36.08,8.404761905,0,0,0,649.35,1.8,25.6,0,15,25,30,75,0.42,0,0,0,0,0,0,59.42
PREHPD450BPEI1.88_1.25_1,3.118130044,305,45.62,10.52066674,0,0,0,649.35,1.8,25.6,0,15,25,30,25,0.29638141,0,0,0,0,0,0,0
PREHPD450BPEI1.88_1.25_1,3.860210557,305,45.62,10.52066674,0,0,0,649.35,1.8,25.6,0,15,25,30,50,0.366916912,0,0,0,0,0,0,0
PREHPD450BPEI1.88_1.25_1,4.44,305,45.62,10.57142857,0,0,0,649.35,1.8,25.6,0,15,25,30,75,0.42,0,0,120,0,1.6,90,55.77
PREHPD450BPEI1.88_1.25_1,2.080643062,305,53.49,12.23422401,0,0,0,649.35,1.8,25.6,0,15,25,30,25,0.170067432,0,0,0,0,0,0,0
PREHPD450BPEI1.88_1.25_1,2.856928534,305,53.49,12.23422401,0,0,0,649.35,1.8,25.6,0,15,25,30,50,0.233519391,0,0,0,0,0,0,0
PREHPD450BPEI1.88_1.25_1,4.19,305,53.49,12.32352941,0,0,0,649.35,1.8,25.6,0,15,25,30,75,0.34,0,0,0,0,0,0,52.57
MPCPEHA1_2_0,1.685647885,232,56.52173913,14.4,0,0,0,871,3.04,18.4,0,100,50,180,25,0.116379911,5.97,81.6,0,0,0,0,0
MPCPEHA1_2_0,1.321301513,232,56.52173913,14.4,0,0,0,871,3.04,18.4,0,100,50,180,50,0.091445174,5.02,71.4,0,0,0,0,0
MPCPEHA1_2_0,0.853245912,232,56.52173913,14.4,0,0,0,871,3.04,18.4,0,100,50,180,75,0.059452253,8.64,71.5,0,0,0,0,0
MPCPEHA1_2_0,0.433344063,232,56.52173913,14.4,0,0,0,871,3.04,18.4,0,100,50,180,100,0.030724817,44.3,146,0,0,0,0,0
MPCPEHA1_2_0,2.489344777,232,66.66666667,17.1,0,0,0,871,3.04,18.4,0,100,50,180,25,0.145539339,4.77,82.5,0,0,0,0,0
MPCPEHA1_2_0,2.695373638,232,66.66666667,17.1,0,0,0,871,3.04,18.4,0,100,50,180,50,0.155941974,2.97,64,0,0,0,0,0
MPCPEHA1_2_0,3.175464841,232,66.66666667,17.1,0,0,0,871,3.04,18.4,0,100,50,180,75,0.183738074,3.84,42.5,0,0,0,0,0
MPCPEHA1_2_0,1.59631672,232,66.66666667,17.1,0,0,0,871,3.04,18.4,0,100,50,180,100,0.094123057,6.48,25.1,0,0,0,0,0
MPCPEHA1_2_0,1.556012767,232,75.78692494,19.3,0,0,0,871,3.04,18.4,0,100,50,180,25,0.080691837,19.3,108.9,75,6.55,16.17161716,10,0
MPCPEHA1_2_0,2.006474383,232,75.78692494,19.3,0,0,0,871,3.04,18.4,0,100,50,180,50,0.104128538,3.87,81.8,0,0,0,0,0
MPCPEHA1_2_0,3.308786642,232,75.78692494,19.3,0,0,0,871,3.04,18.4,0,100,50,180,75,0.170506591,3.85,73.1,0,0,0,0,0
MPCPEHA1_2_0,3.370376935,232,75.78692494,19.3,0,0,0,871,3.04,18.4,0,100,50,180,100,0.173837107,7.41,37.4,0,0,0,0,0
MPCPEHA1_2_0,1.330092834,232,79.59183673,20.4,0,0,0,871,3.04,18.4,0,100,50,180,25,0.065836902,17.4,110.5,0,0,0,0,0
MPCPEHA1_2_0,1.943522852,232,79.59183673,20.4,0,0,0,871,3.04,18.4,0,100,50,180,50,0.094708336,4.41,89,0,0,0,0,0
MPCPEHA1_2_0,3.564353179,232,79.59183673,20.4,0,0,0,871,3.04,18.4,0,100,50,180,75,0.174127424,3.86,72.6,0,0,0,0,0
MPCPEHA1_2_0,3.725937658,232,79.59183673,20.4,0,0,0,871,3.04,18.4,0,100,50,180,100,0.182897316,8.17,49.2,0,0,0,0,0
MPCPEHA1_2_0,1.27,232,56.52173913,14.4,0,0,0,871,3.04,18.4,0,10,50,180,25,0.088194444,0,0,0,0,0,0,0
MPCPEHA1_2_0,1.82,232,66.66666667,17.1,0,0,0,871,3.04,18.4,0,10,50,180,50,0.106432749,0,0,0,0,0,0,0
MPCPEHA1_2_0,0.96,232,75.78692494,19.3,0,0,0,871,3.04,18.4,0,10,50,180,75,0.049740933,0,0,0,0,0,0,0
MPCPEHA1_2_0,0.82,232,79.59183673,20.4,0,0,0,871,3.04,18.4,0,10,50,180,100,0.040196078,0,0,0,0,0,0,0
PREHP2MGAN-TEPA1_1.5_0,4.38,189,41.91493671,11.08860759,0,0,0,500,1.2,17,0,100,100,200,30,0.395,0.65,98.8,70,12.98,16.38132296,5,0
PREHP2MGAN-TEPA1_4_0,4.37,242,35.75185936,8.864097363,0,0,0,500,1.2,17,0,100,100,200,30,0.493,0.65,139.4,70,6.99,8.731808732,5,0
PREHP2MGAN-TEPA0_5_0,3.55,295,30.22366522,7.171717172,0,0,0,500,1.2,17,0,100,100,200,30,0.495,0.84,66.9,70,1.1,22.86501377,5,0
PREHP2MGAN-TEPA0_4_1,2.61,384,33.85945946,7.054054054,0,0,0,500,1.2,17,0,100,100,200,30,0.37,0.55,42.1,70,0.91,4.285714286,5,0
MPCBPEI1.81_1.52_1,0.559264305,305,21.9,5.284721311,0,0,0,1245,1.02,3.63,0,15,50,60,30,0.0722,9.227475732,83.04728159,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.403156222,305,21.9,5.284721311,0,0,0,1245,1.02,3.63,0,15,50,60,50,0.0523,9.387027129,84.48324416,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.273274296,305,21.9,5.284721311,0,0,0,1245,1.02,3.63,0,15,50,60,70,0.0361,7.35318448,66.17866032,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.679654859,305,32.5,7.842622951,0,0,0,1245,1.02,3.63,0,15,50,60,30,0.0803,6.387965686,57.49169117,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.716167121,305,32.5,7.842622951,0,0,0,1245,1.02,3.63,0,15,50,60,50,0.0854,5.904240307,53.13816277,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.425317893,305,32.5,7.842622951,0,0,0,1245,1.02,3.63,0,15,50,60,70,0.0494,6.244144164,56.19729747,0,0,0,0,0
MPCBPEI1.81_1.52_1,1.106108084,305,40.8,9.845508197,0,0,0,1245,1.02,3.63,0,15,50,60,30,0.1045,6.537707338,58.83936605,0,0,0,0,0
MPCBPEI1.81_1.52_1,1.382879201,305,40.8,9.845508197,0,0,0,1245,1.02,3.63,0,15,50,60,50,0.1347,4.664722162,41.98249946,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.967493188,305,40.8,9.845508197,0,0,0,1245,1.02,3.63,0,15,50,60,70,0.0915,5.091008808,45.81907927,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.225295186,305,21.9,5.284721311,0,0,0,1525,1.92,5.3,0,15,50,60,30,0.0289,7.465639395,67.19075455,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.251634877,305,21.9,5.284721311,0,0,0,1525,1.92,5.3,0,15,50,60,50,0.0348,6.734061151,60.60655036,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.411512262,305,21.9,5.284721311,0,0,0,1525,1.92,5.3,0,15,50,60,70,0.0555,6.130944717,55.17850246,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.2708901,305,32.5,7.842622951,0,0,0,1525,1.92,5.3,0,15,50,60,30,0.0418,10.62386524,95.61478715,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.477497729,305,32.5,7.842622951,0,0,0,1525,1.92,5.3,0,15,50,60,50,0.0579,8.693487873,78.24139086,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.562148047,305,32.5,7.842622951,0,0,0,1525,1.92,5.3,0,15,50,60,70,0.0668,8.800134255,79.20120829,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.389191644,305,40.8,9.845508197,0,0,0,1525,1.92,5.3,0,15,50,60,30,0.0255,8.370596438,75.33536795,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.507266122,305,40.8,9.845508197,0,0,0,1525,1.92,5.3,0,15,50,60,50,0.0497,7.811999544,70.30799589,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.731993642,305,40.8,9.845508197,0,0,0,1525,1.92,5.3,0,15,50,60,70,0.0706,7.640457199,68.76411479,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.495640327,305,21.9,5.284721311,0,0,0,1527,2.77,10.5,0,15,50,60,30,0.0632,11.14664662,100.3198196,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.339464124,305,21.9,5.284721311,0,0,0,1527,2.77,10.5,0,15,50,60,50,0.0449,8.147336432,73.32602789,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.195277021,305,21.9,5.284721311,0,0,0,1527,2.77,10.5,0,15,50,60,70,0.0247,11.6746054,105.0714486,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.55653951,305,32.5,7.842622951,0,0,0,1527,2.77,10.5,0,15,50,60,30,0.0626,10.76508538,96.88576845,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.41462307,305,32.5,7.842622951,0,0,0,1527,2.77,10.5,0,15,50,60,50,0.0484,8.041778648,72.37600784,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.292847411,305,32.5,7.842622951,0,0,0,1527,2.77,10.5,0,15,50,60,70,0.035,5.701280279,51.31152252,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.779677566,305,40.8,9.845508197,0,0,0,1527,2.77,10.5,0,15,50,60,30,0.0713,9.158208603,82.42387743,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.546321526,305,40.8,9.845508197,0,0,0,1527,2.77,10.5,0,15,50,60,50,0.0509,7.992838417,71.93554575,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.292234332,305,40.8,9.845508197,0,0,0,1527,2.77,10.5,0,15,50,60,70,0.028,4.652699263,41.87429337,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.653269755,305,21.9,5.284721311,0,0,0,1952,1.8,3.79,0,15,50,60,30,0.0886,6.828767961,61.45891164,0,0,0,0,0
MPCBPEI1.81_1.52_1,0.815803815,305,21.9,5.284721311,0,0,0,1952,1.8,3.79,0,15,50,60,50,0.1129,5.511573201,49.60415881,0,0,0,0,0
