Name,target_CO2_capacity(mmol/g),MW_or_Mn_(g/mol),Organic_Content_on_Adsorbent_Basis_(%),N_Content_on_Adsorbent_Basis_(mmol/g),Amine_2_or_Additive_2_to_Amine_1_Ratio,Additive_3_to_Amine_1_Ratio,OH_to_N_ratio,BET_Surface_Area_of_Solid_Support_(m2g_1),Pore_Volume_of_Solid_Support_(cm3g_1),Average_Pore_Diameters_(nm),Relative_Humidity_(%),CO2_Concentration_(vol%),Flow_Rate_(mL/min),Adsorption_Time_(min),Adsorption_Temperature_(),Amine_Efficiency_(mmol/mmol),Time_to_Half_Saturation_(min),Time_to_90%_Saturation_(min),Desorption_Temperature_(),Weight_Loss_Stability_(%),Capacity_Loss_Stability_(%),Cycle_Number,Heat_of_Adsorption_(kJ/mmol)
R-CFA-SBA-15BPEI1.81_1.52_1,0.829,600,30,7,0,0,0,728.9,0.94,8.1,0,0.04,60,300,-30,0.25,0,0,0,0,0,0,0
R-CFA-SBA-15BPEI1.81_1.52_1,1.81,600,30,7,0,0,0,728.9,0.94,8.1,78,0.04,200,300,-20,0.258571429,0,0,0,0,0,0,0
R-CFA-SBA-15BPEI1.81_1.52_1,0.566,600,40,9.333333333,0,0,0,728.9,0.94,8.1,0,0.04,60,300,-30,0.117,0,0,0,0,0,0,0
R-CFA-SBA-15BPEI1.81_1.52_1,0.205,600,50,11.66666667,0,0,0,728.9,0.94,8.1,0,0.04,60,300,-30,0.033,0,0,0,0,0,0,0
R-CFA-SBA-15BPEI1.81_1.52_1,0.825805371,600,30,7,0,0,0,728.9,0.94,8.1,0,0.04,60,300,-20,0.116648822,0,0,110,0,-0.392731843,5,0
R-CFA-SBA-15BPEI1.81_1.52_1,0.796162416,600,40,9.333333333,0,0,0,728.9,0.94,8.1,0,0.04,60,300,-10,0.112633833,0,0,0,0,0,0,0
R-CFA-SBA-15BPEI1.81_1.52_1,0.485269234,600,50,11.66666667,0,0,0,728.9,0.94,8.1,0,0.04,60,300,0,0.068468951,0,0,0,0,0,0,0
R-CFA-SBA-15BPEI1.81_1.52_1,0.505625413,600,60,14,0,0,0,728.9,0.94,8.1,0,0.04,60,300,10,0.071680942,0,0,0,0,0,0,0
R-CFA-SBA-15BPEI1.81_1.52_1,0.735804157,600,70,16.33333333,0,0,0,728.9,0.94,8.1,0,0.04,60,300,20,0.104336188,0,0,0,0,0,0,0
R-CFA-SBA-15BPEI1.81_1.52_1,0.865090239,600,80,18.66666667,0,0,0,728.9,0.94,8.1,0,0.04,60,300,30,0.122537473,0,0,0,0,0,0,0
W-CFA-SBA-15BPEI1.81_1.52_1,0.536407767,600,30,7,0,0,0,662.3,0.96,8.4,0,0.04,60,300,35,0.077976057,0,0,0,0,0,0,0
W-CFA-SBA-15BPEI1.81_1.52_1,1.19538835,600,40,9.333333333,0,0,0,662.3,0.96,8.4,0,0.04,60,300,35,0.12820333,0,0,0,0,0,0,0
W-CFA-SBA-15BPEI1.81_1.52_1,1.493932039,600,50,11.66666667,0,0,0,662.3,0.96,8.4,0,0.04,60,300,35,0.127975122,0,0,0,0,0,0,0
W-CFA-SBA-15BPEI1.81_1.52_1,1.612257282,600,60,14,0,0,0,662.3,0.96,8.4,0,0.04,60,300,35,0.116385148,0,0,0,0,0,0,0
W-CFA-SBA-15BPEI1.81_1.52_1,1.912621359,600,70,16.33333333,0,0,0,662.3,0.96,8.4,0,0.04,60,300,35,0.117065095,0,0,110,0,7.223476298,5,0
W-CFA-SBA-15BPEI1.81_1.52_1,3.48,600,70,16.33333333,0,0,0,662.3,0.96,8.4,78,0.04,60,300,35,0.213061224,0,0,0,0,0,0,0
W-CFA-SBA-15BPEI1.81_1.52_1,0.095873786,600,80,18.66666667,0,0,0,662.3,0.96,8.4,0,0.04,60,300,35,0.00865694,0,0,0,0,0,0,0
ZNBPEI1.81_1.52_1,0.61,600,20,4.692307692,0,0,0,967.7419355,1.5,6.2,0,10,0,180,30,0.13,0,0,0,0,0,0,0
ZNBPEI1.81_1.52_1,1.34,600,30,6.7,0,0,0,967.7419355,1.5,6.2,0,10,0,180,30,0.2,0,0,0,0,0,0,0
ZNBPEI1.81_1.52_1,1.64,600,40,9.111111111,0,0,0,967.7419355,1.5,6.2,0,10,0,180,30,0.18,0,0,0,0,0,0,0
ZNBPEI1.81_1.52_1,1.84,600,50,11.5,0,0,0,967.7419355,1.5,6.2,0,10,0,180,30,0.16,0,0,0,0,0,0,0
ZNBPEI1.81_1.52_1,1.94,600,60,13.85714286,0,0,0,967.7419355,1.5,6.2,0,10,0,180,30,0.14,0,0,0,0,0,0,0
ZNBPEI1.81_1.52_1,2.23,600,65,14.86666667,0,0,0,967.7419355,1.5,6.2,0,10,0,180,30,0.15,0.38,43.3,90,0,3.153153153,5,0
ZNBPEI1.81_1.52_1,1.95,600,65,14.87,0,0,0,967.7419355,1.5,6.2,0,0.04,0,180,30,0.131136516,36.5,83.2,90,0,3.587443946,5,0
ZNBPEI1.81_1.52_1,2.81,600,65,14.87,0,0,0,967.7419355,1.5,6.2,10,0.04,0,180,30,0.188971083,49.8,110,0,0,0,0,0
ZNBPEI1.81_1.52_1,3.33,600,65,14.87,0,0,0,967.7419355,1.5,6.2,25,0.04,0,180,30,0.22394082,55.2,125.6,0,0,0,0,0
ZNBPEI1.81_1.52_1,3.11,600,65,14.87,0,0,0,967.7419355,1.5,6.2,37.5,0.04,0,180,30,0.209145931,56.5,126.1,0,0,0,0,0
ZNBPEI1.81_1.52_1,2.09,600,70,16.07692308,0,0,0,967.7419355,1.5,6.2,0,10,0,180,30,0.13,0,0,0,0,0,0,0
SBA-15BPEI1.81_1.52_1,0.31,600,10,2.384615385,0,0,0,587.8787879,0.97,6.6,0,10,0,180,30,0.13,0,0,0,0,0,0,0
SBA-15BPEI1.81_1.52_1,0.49,600,30,7,0,0,0,587.8787879,0.97,6.6,0,10,0,180,30,0.07,0,0,0,0,0,0,0
SBA-15BPEI1.81_1.52_1,1.08,600,40,9,0,0,0,587.8787879,0.97,6.6,0,10,0,180,30,0.12,0,0,0,0,0,0,0
SBA-15BPEI1.81_1.52_1,1.3,600,50,10.83333333,0,0,0,587.8787879,0.97,6.6,0,10,0,180,30,0.12,0,0,0,0,0,0,0
SBA-15BPEI1.81_1.52_1,1.8,600,60,13.84615385,0,0,0,587.8787879,0.97,6.6,0,10,0,180,30,0.13,3.72,56.5,0,0,0,0,0
MCM-41BPEI1.81_1.52_1,0.24,600,10,2.181818182,0,0,0,1241.37931,0.9,2.9,0,10,0,180,30,0.11,0,0,0,0,0,0,0
MCM-41BPEI1.81_1.52_1,0.29,600,12,2.636363636,0,0,0,1241.37931,0.9,2.9,0,10,0,180,30,0.11,0,0,0,0,0,0,0
MCM-41BPEI1.81_1.52_1,0.4,600,15,3.333333333,0,0,0,1241.37931,0.9,2.9,0,10,0,180,30,0.12,0,0,0,0,0,0,0
MCM-41BPEI1.81_1.52_1,0.45,600,18,4.090909091,0,0,0,1241.37931,0.9,2.9,0,10,0,180,30,0.11,0,0,0,0,0,0,0
MCM-41BPEI1.81_1.52_1,0.54,600,20,4.5,0,0,0,1241.37931,0.9,2.9,0,10,0,180,30,0.12,2.05,38.9,0,0,0,0,0
MCM-41BPEI1.81_1.52_1,0.1,600,30,10,0,0,0,1241.37931,0.9,2.9,0,10,0,180,30,0.01,0,0,0,0,0,0,0
MCM-41BPEI1.81_1.52_1,0.03,600,40,9.16,0,0,0,1241.37931,0.9,2.9,0,10,0,180,30,0,0,0,0,0,0,0,0
MCM-41BPEI1.81_1.52_1,0.79,600,20,4.388888889,0,0,0,1537.931034,2.23,5.8,0,10,0,180,30,0.18,0,0,0,0,0,0,0
MCM-41BPEI1.81_1.52_1,1.74,600,40,9.157894737,0,0,0,1537.931034,2.23,5.8,0,10,0,180,30,0.19,1.28,44.3,0,0,0,0,0
MCM-41BPEI1.81_1.52_1,1.49,600,50,11.46153846,0,0,0,1537.931034,2.23,5.8,0,10,0,180,30,0.13,0,0,0,0,0,0,0
MCM-41BPEI1.81_1.52_1,1.52,600,60,13.81818182,0,0,0,1537.931034,2.23,5.8,0,10,0,180,30,0.11,0,0,0,0,0,0,0
MPSBPEI1.81_1.52_1,2.004918037,600,29.58,7.75,0,0,0,330,1.369,16.59393939,0,100,60,60,30,0.260052219,0,0,0,0,0,0,0
MPSBPEI1.81_1.52_1,2.28698558,600,29.58,7.75,0,0,0,330,1.369,16.59393939,0,100,60,60,60,0.296083551,0,0,0,0,0,0,0
MPSBPEI1.81_1.52_1,2.249548964,600,29.58,7.75,0,0,0,330,1.369,16.59393939,0,100,60,60,90,0.292167102,0,0,0,0,0,0,0
MPSBPEI1.81_1.52_1,1.531590623,600,29.58,7.75,0,0,0,330,1.369,16.59393939,0,100,60,60,120,0.200522193,0,0,0,0,0,0,0
MPSBPEI1.81_1.52_1,2.270779354,600,47.01,12.30714286,0,0,0,330,1.369,16.59393939,0,100,60,60,30,0.185639687,0,0,90,0,0.540540541,30,0
MPSBPEI1.81_1.52_1,2.270779354,600,47.01,12.30714286,0,0,0,330,1.369,16.59393939,0,100,60,60,30,0.185639687,0,0,150,0,78.69,30,0
MPSBPEI1.81_1.52_1,2.79545884,600,47.01,12.30714286,0,0,0,330,1.369,16.59393939,0,100,60,60,60,0.228720627,0,0,0,0,0,0,0
MPSBPEI1.81_1.52_1,3.692920356,600,47.01,12.30714286,0,0,0,330,1.369,16.59393939,0,100,60,60,90,0.301305483,0,0,0,0,0,0,0
MPSBPEI1.81_1.52_1,2.779679706,600,47.01,12.30714286,0,0,0,330,1.369,16.59393939,0,100,60,60,120,0.226370757,0,0,0,0,0,0,0
Mesoporous_?-Al2O3BPEI1.81_1.52_1,1.399441887,600,30.29,8.021428571,0,0,0,255.02,0.86,11.71,0,100,60,60,30,0.176853468,0,0,0,0,0,0,0
Mesoporous_?-Al2O3BPEI1.81_1.52_1,1.630245992,600,30.29,8.021428571,0,0,0,255.02,0.86,11.71,0,100,60,60,60,0.206782,0,0,0,0,0,0,0
Mesoporous_?-Al2O3BPEI1.81_1.52_1,1.895302937,600,30.29,8.021428571,0,0,0,255.02,0.86,11.71,0,100,60,60,90,0.26495723,0,0,0,0,0,0,0
Mesoporous_?-Al2O3BPEI1.81_1.52_1,1.506022778,600,30.29,8.021428571,0,0,0,255.02,0.86,11.71,0,100,60,60,120,0.194002495,0,0,0,0,0,0,0
Mesoporous_?-Al2O3BPEI1.81_1.52_1,1.605326309,600,46.66,12.3,0,0,0,255.02,0.86,11.71,0,100,60,60,30,0.1312031,0,0,90,0,1.06,30,0
Mesoporous_?-Al2O3BPEI1.81_1.52_1,1.605326309,600,46.66,12.3,0,0,0,255.02,0.86,11.71,0,100,60,60,30,0.1312031,0,0,150,0,24.64,30,0
Mesoporous_?-Al2O3BPEI1.81_1.52_1,2.085929134,600,46.66,12.3,0,0,0,255.02,0.86,11.71,0,100,60,60,60,0.156088024,0,0,0,0,0,0,0
Mesoporous_?-Al2O3BPEI1.81_1.52_1,2.907125716,600,46.66,12.3,0,0,0,255.02,0.86,11.71,0,100,60,60,90,0.240492833,0,0,0,0,0,0,0
Mesoporous_?-Al2O3BPEI1.81_1.52_1,2.735521492,600,46.66,12.3,0,0,0,255.02,0.86,11.71,0,100,60,60,120,0.22578091,0,0,0,0,0,0,0
ACBPEI1.81_1.52_1,1.846915524,600,29.13,7.64,0,0,0,1224.86,1.09,6.46,0,100,60,60,30,0.244132071,0,0,0,0,0,0,0
ACBPEI1.81_1.52_1,1.496142986,600,29.13,7.64,0,0,0,1224.86,1.09,6.46,0,100,60,60,60,0.246339955,0,0,0,0,0,0,0
ACBPEI1.81_1.52_1,1.843024444,600,29.13,7.64,0,0,0,1224.86,1.09,6.46,0,100,60,60,90,0.199630367,0,0,0,0,0,0,0
ACBPEI1.81_1.52_1,0.556136778,600,29.13,7.64,0,0,0,1224.86,1.09,6.46,0,100,60,60,120,0.07801632,0,0,0,0,0,0,0
ACBPEI1.81_1.52_1,1.921648486,600,46.59,12.2,0,0,0,1224.86,1.09,6.46,0,100,60,60,30,0.159035979,0,0,90,0,15.63,30,0
ACBPEI1.81_1.52_1,1.921648486,600,46.59,12.2,0,0,0,1224.86,1.09,6.46,0,100,60,60,30,0.159035979,0,0,150,0,66.04,30,0
ACBPEI1.81_1.52_1,2.749176741,600,46.59,12.2,0,0,0,1224.86,1.09,6.46,0,100,60,60,60,0.227487003,0,0,0,0,0,0,0
ACBPEI1.81_1.52_1,3.08247727,600,46.59,12.2,0,0,0,1224.86,1.09,6.46,0,100,60,60,90,0.254916715,0,0,0,0,0,0,0
ACBPEI1.81_1.52_1,1.834364142,600,46.59,12.2,0,0,0,1224.86,1.09,6.46,0,100,60,60,120,0.153431159,0,0,0,0,0,0,0
NPREHP20BPEI1.81_1.52_1,2.921139713,600,30.98,8.15,0,0,0,463.59,1.46,14.86,0,100,60,60,30,0.363771605,0,0,0,0,0,0,0
NPREHP20BPEI1.81_1.52_1,2.665283153,600,30.98,8.15,0,0,0,463.59,1.46,14.86,0,100,60,60,60,0.330439001,0,0,0,0,0,0,0
NPREHP20BPEI1.81_1.52_1,2.320736753,600,30.98,8.15,0,0,0,463.59,1.46,14.86,0,100,60,60,90,0.288795227,0,0,0,0,0,0,0
NPREHP20BPEI1.81_1.52_1,1.421108835,600,30.98,8.15,0,0,0,463.59,1.46,14.86,0,100,60,60,120,0.177525126,0,0,0,0,0,0,0
NPREHP20BPEI1.81_1.52_1,4.173975359,600,47.79,12.54285714,0,0,0,463.59,1.46,14.86,0,100,60,60,30,0.334545372,0,0,90,0,1.08,30,0
NPREHP20BPEI1.81_1.52_1,4.173975359,600,47.79,12.54285714,0,0,0,463.59,1.46,14.86,0,100,60,60,30,0.334545372,0,0,150,0,8.08,30,0
NPREHP20BPEI1.81_1.52_1,4.101079707,600,47.79,12.54285714,0,0,0,463.59,1.46,14.86,0,100,60,60,60,0.330726409,0,0,0,0,0,0,0
NPREHP20BPEI1.81_1.52_1,3.797917782,600,47.79,12.54285714,0,0,0,463.59,1.46,14.86,0,100,60,60,90,0.305989756,0,0,0,0,0,0,0
NPREHP20BPEI1.81_1.52_1,2.490813743,600,47.79,12.54285714,0,0,0,463.59,1.46,14.86,0,100,60,60,120,0.201305506,0,0,0,0,0,0,0
NPREXAD4BPEI1.81_1.52_1,2.691946188,600,29.11,20.79285714,0,0,0,907.55,1.34,6.54,0,100,60,60,30,0.358681876,0,0,0,0,0,0,0
NPREXAD4BPEI1.81_1.52_1,2.419388909,600,29.11,20.79285714,0,0,0,907.55,1.34,6.54,0,100,60,60,60,0.322179975,0,0,0,0,0,0,0
NPREXAD4BPEI1.81_1.52_1,2.12957187,600,29.11,20.79285714,0,0,0,907.55,1.34,6.54,0,100,60,60,90,0.283143219,0,0,0,0,0,0,0
NPREXAD4BPEI1.81_1.52_1,1.327245339,600,29.11,20.79285714,0,0,0,907.55,1.34,6.54,0,100,60,60,120,0.179721166,0,0,0,0,0,0,0
NPREXAD4BPEI1.81_1.52_1,3.2731237,600,47.345,33.81428571,0,0,0,907.55,1.34,6.54,0,100,60,60,30,0.266413181,0,0,90,0,2.41,30,0
NPREXAD4BPEI1.81_1.52_1,3.2731237,600,47.345,33.81428571,0,0,0,907.55,1.34,6.54,0,100,60,60,30,0.266413181,0,0,150,0,12.09,30,0
NPREXAD4BPEI1.81_1.52_1,2.966024641,600,47.345,33.81428571,0,0,0,907.55,1.34,6.54,0,100,60,60,60,0.242839037,0,0,0,0,0,0,0
NPREXAD4BPEI1.81_1.52_1,2.503424497,600,47.345,33.81428571,0,0,0,907.55,1.34,6.54,0,100,60,60,90,0.204562738,0,0,0,0,0,0,0
NPREXAD4BPEI1.81_1.52_1,1.453517622,600,47.345,33.81428571,0,0,0,907.55,1.34,6.54,0,100,60,60,120,0.121673004,0,0,0,0,0,0,0
MPSBPEI1.88_1.25_1,2.659475197,350,48.6,11.7,0,0,0,330,1.369,8.04,0,100,60,60,30,0.227305572,0.862820513,0,0,0,0,0,0
MPSBPEI1.88_1.25_1,2.703022159,350,48.6,11.7,0,0,0,330,1.369,8.04,0,100,60,60,45,0.231027535,0.82991453,0,0,0,0,0,0
MPSBPEI1.88_1.25_1,2.709243154,350,48.6,11.7,0,0,0,330,1.369,8.04,0,100,60,60,60,0.231559244,0.788888889,0,0,0,0,0,0
MPSBPEI1.88_1.25_1,3.185149242,350,48.6,11.7,0,0,0,330,1.369,8.04,0,100,60,60,75,0.272234978,0.794017094,0,0,0,0,0,0
MPSBPEI1.88_1.25_1,3.785475222,350,48.6,11.7,0,0,0,330,1.369,8.04,0,100,60,60,90,0.323544891,0.864957265,2.11,130,0,60.87599469,10,0
MPSBPEI1.88_1.25_1,3.785475222,350,48.6,11.7,0,0,0,330,1.369,8.04,0,100,60,60,90,0.323544891,0.864957265,2.11,150,0,80.59244127,10,0
MPSBPEI1.88_1.25_1,3.794806714,350,48.6,11.7,0,0,0,330,1.369,8.04,0,100,60,60,105,0.324342454,0.932478632,0,0,0,0,0,0
MPSBPEI1.88_1.25_1,2.986077414,350,48.6,11.7,0,0,0,330,1.369,8.04,0,100,60,60,120,0.255220292,0.925213675,0,0,0,0,0,0
MPSBPEI1.83_1.27_1,2.578602267,600,48.2,11.9,0,0,0,330,1.369,8.04,0,100,60,60,30,0.216689266,3.23,0,0,0,0,0,0
MPSBPEI1.83_1.27_1,2.438629888,600,48.2,11.9,0,0,0,330,1.369,8.04,0,100,60,60,45,0.204926881,0.853846154,0,0,0,0,0,0
MPSBPEI1.83_1.27_1,2.69058017,600,48.2,11.9,0,0,0,330,1.369,8.04,0,100,60,60,60,0.226099174,0.788034188,0,0,0,0,0,0
MPSBPEI1.83_1.27_1,3.098055317,600,48.2,11.9,0,0,0,330,1.369,8.04,0,100,60,60,75,0.260340783,0.808119658,0,0,0,0,0,0
MPSBPEI1.83_1.27_1,3.78,600,48.2,11.9,0,0,0,330,1.369,8.04,0,100,60,60,90,0.318107161,0.875213675,2.28,130,0,59.99265293,10,0
MPSBPEI1.83_1.27_1,3.78,600,48.2,11.9,0,0,0,330,1.369,8.04,0,100,60,60,90,0.318107161,0.875213675,2.28,150,0,77.13675214,10,0
MPSBPEI1.83_1.27_1,3.900563622,600,48.2,11.9,0,0,0,330,1.369,8.04,0,100,60,60,105,0.327778456,0.944871795,0,0,0,0,0,0
MPSBPEI1.83_1.27_1,3.04828736,600,48.2,11.9,0,0,0,330,1.369,8.04,0,100,60,60,120,0.256158602,0.955555556,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,0.66384732,537,10,2.34,0,0,0,330,1.369,8.04,0,100,60,60,30,0.281334385,0.80061942,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,0.529643675,537,10,2.34,0,0,0,330,1.369,8.04,0,100,60,60,45,0.226659802,0.779762505,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,0.430876219,537,10,2.34,0,0,0,330,1.369,8.04,0,100,60,60,60,0.18226439,0.76147701,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,0.354650652,537,10,2.34,0,0,0,330,1.369,8.04,0,100,60,60,75,0.148441496,0.787333749,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,0.271976083,537,10,2.34,0,0,0,330,1.369,8.04,0,100,60,60,90,0.11256297,0.792618162,2.1,130,0,61.52479954,10,0
MPSBPEI1.43_1.08_1,0.271976083,537,10,2.34,0,0,0,330,1.369,8.04,0,100,60,60,90,0.11256297,0.792618162,2.1,150,0,69.89699433,10,0
MPSBPEI1.43_1.08_1,0.195743111,537,10,2.34,0,0,0,330,1.369,8.04,0,100,60,60,105,0.079621303,0.864332378,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,0.122742044,537,10,2.34,0,0,0,330,1.369,8.04,0,100,60,60,120,0.047267006,0.771047605,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,1.146967115,537,17.2,3.99,0,0,0,330,1.369,8.04,0,100,60,60,30,0.288676529,0.730762502,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,1.186690298,537,17.2,3.99,0,0,0,330,1.369,8.04,0,100,60,60,45,0.298319127,0.715048908,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,1.094360737,537,17.2,3.99,0,0,0,330,1.369,8.04,0,100,60,60,60,0.274775403,0.712619542,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,1.095430634,537,17.2,3.99,0,0,0,330,1.369,8.04,0,100,60,60,75,0.274726371,0.71619112,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,0.916139511,537,17.2,3.99,0,0,0,330,1.369,8.04,0,100,60,60,90,0.229156047,0.742904517,1.1,130,0,68.78213149,10,0
MPSBPEI1.43_1.08_1,0.916139511,537,17.2,3.99,0,0,0,330,1.369,8.04,0,100,60,60,90,0.229156047,0.742904517,1.1,150,0,89.34981385,10,0
MPSBPEI1.43_1.08_1,0.833468644,537,17.2,3.99,0,0,0,330,1.369,8.04,0,100,60,60,105,0.207374438,0.77304792,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,0.628407429,537,17.2,3.99,0,0,0,330,1.369,8.04,0,100,60,60,120,0.155930398,0.764190003,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,1.997261655,537,29.9,7,0,0,0,330,1.369,8.04,0,100,60,60,30,0.285445986,0.750477206,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.143267491,537,29.9,7,0,0,0,330,1.369,8.04,0,100,60,60,45,0.305367585,0.748475446,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.45031696,537,29.9,7,0,0,0,330,1.369,8.04,0,100,60,60,60,0.349665102,0.773906023,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.428837565,537,29.9,7,0,0,0,330,1.369,8.04,0,100,60,60,75,0.346385865,0.771476175,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.330070109,537,29.9,7,0,0,0,330,1.369,8.04,0,100,60,60,90,0.303116332,0.785332471,1.12,130,0,59.94281211,10,0
MPSBPEI1.43_1.08_1,2.330070109,537,29.9,7,0,0,0,330,1.369,8.04,0,100,60,60,90,0.303116332,0.785332471,1.12,150,0,86.69505336,10,0
MPSBPEI1.43_1.08_1,2.12500149,537,29.9,7,0,0,0,330,1.369,8.04,0,100,60,60,105,0.236400464,0.830475344,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,1.6365174,537,29.9,7,0,0,0,330,1.369,8.04,0,100,60,60,120,0.26224498,0.855904475,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.341887108,537,37.8,8.95,0,0,0,330,1.369,8.04,0,100,60,60,30,0.263076836,0.81176176,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.352626806,537,37.8,8.95,0,0,0,330,1.369,8.04,0,100,60,60,45,0.295333406,0.75019069,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.63712328,537,37.8,8.95,0,0,0,330,1.369,8.04,0,100,60,60,60,0.328177179,0.768334612,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.944165346,537,37.8,8.95,0,0,0,330,1.369,8.04,0,100,60,60,75,0.340756803,0.779619969,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,3.04187401,537,37.8,8.95,0,0,0,330,1.369,8.04,0,100,60,60,90,0.322793278,0.847905143,1.54,130,0,58.53232824,10,0
MPSBPEI1.43_1.08_1,3.04187401,537,37.8,8.95,0,0,0,330,1.369,8.04,0,100,60,60,90,0.322793278,0.847905143,1.54,150,0,83.32188737,10,0
MPSBPEI1.43_1.08_1,2.885113669,537,37.8,8.95,0,0,0,330,1.369,8.04,0,100,60,60,105,0.239924862,0.898618945,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.148628084,537,37.8,8.95,0,0,0,330,1.369,8.04,0,100,60,60,120,0.193522344,0.875189646,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.064902128,537,45.3,10.7,0,0,0,330,1.369,8.04,0,100,60,60,30,0.190242599,3.11,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.024105345,537,45.3,10.7,0,0,0,330,1.369,8.04,0,100,60,60,45,0.219562481,0.788762476,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.337589008,537,45.3,10.7,0,0,0,330,1.369,8.04,0,100,60,60,60,0.277076026,0.775191251,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.950606943,537,45.3,10.7,0,0,0,330,1.369,8.04,0,100,60,60,75,0.333121311,0.823762685,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,3.54,537,45.3,10.7,0,0,0,330,1.369,8.04,0,100,60,60,90,0.332827626,0.857333203,3.31,130,0,52.6801715,10,0
MPSBPEI1.43_1.08_1,3.54,537,45.3,10.7,0,0,0,330,1.369,8.04,0,100,60,60,90,0.332827626,0.857333203,3.31,150,0,72.10344782,10,0
MPSBPEI1.43_1.08_1,3.54860559,537,45.3,10.7,0,0,0,330,1.369,8.04,0,100,60,60,105,0.331309996,0.963332541,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.712264142,537,45.3,10.7,0,0,0,330,1.369,8.04,0,100,60,60,120,0.253434238,0.928332814,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,1.923183286,537,49.8,11.8,0,0,0,330,1.369,8.04,0,100,60,60,30,0.163272711,3.11,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.05,537,49.8,11.8,0,0,0,330,1.369,8.04,0,100,60,60,45,0.17350268,0.851332259,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.244185848,537,49.8,11.8,0,0,0,330,1.369,8.04,0,100,60,60,60,0.189900389,0.789334063,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.805671005,537,49.8,11.8,0,0,0,330,1.369,8.04,0,100,60,60,75,0.238309506,0.81390461,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,3.47,537,49.8,11.8,0,0,0,330,1.369,8.04,0,100,60,60,90,0.294941825,0.874047916,1.45,130,0,54.79693202,10,0
MPSBPEI1.43_1.08_1,3.47,537,49.8,11.8,0,0,0,330,1.369,8.04,0,100,60,60,90,0.294941825,0.874047916,1.45,150,0,65.86122749,10,0
MPSBPEI1.43_1.08_1,3.47,537,49.8,11.8,0,0,0,330,1.369,8.04,0,100,60,60,105,0.293717881,0.947046879,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.705826247,537,49.8,11.8,0,0,0,330,1.369,8.04,0,100,60,60,120,0.229645861,0.96519032,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,1.746031958,537,54.3,12.9,0,0,0,330,1.369,8.04,0,100,60,60,30,0.135666588,6.73,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,1.747112961,537,54.3,12.9,0,0,0,330,1.369,8.04,0,100,60,60,45,0.135617556,1.61,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.083145916,537,54.3,12.9,0,0,0,330,1.369,8.04,0,100,60,60,60,0.161999904,0.985191059,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,2.531906823,537,54.3,12.9,0,0,0,330,1.369,8.04,0,100,60,60,75,0.196605791,0.839620258,0,0,0,0,0,0
MPSBPEI1.43_1.08_1,3.154594558,537,54.3,12.9,0,0,0,330,1.369,8.04,0,100,60,60,90,0.245308932,0.928476313,2.53,130,0,55.23366296,10,0
MPSBPEI1.43_1.08_1,3.154594558,537,54.3,12.9,0,0,0,330,1.369,8.04,0,100,60,60,90,0.245308932,0.928476313,2.53,150,0,67.6,10,0
MPSBPEI1.43_1.08_1,3.555043486,537,54.3,12.9,0,0,0,330,1.369,8.04,0,100,60,60,105,0.275802881,1.051619417,0,0,0,0,0,0
